clip_identifier	TranscriptId	transcript	start_timestamp_ms	end_timestamp_ms	speaker_id	match_id	round
0d9yi1we_r02_s1_p000	transid-f2d28aa670b603bd-001668874177050	Ok so I want to describe a word now ah	7770	10330	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-8813f04209f2f095-001669230095000	Ok so when you are happy what do you do?	3847	8939	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-4ac4b105b6d5fcd1-001669230095821	I dance.	10371	11114	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-b45450ceb2e54c7c-001669230097389	What am I doing?	15234	16429	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-e0886d7df95a8b2e-001669230098123	Now what am I doing?	17419	18749	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-4fffcbd5ae997cfb-001669230099702	You are laughing.	19337	20454	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-44071f6e6cafcea7-001669230100420	Ok so say it in a word.	22819	24334	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-a8329e3b89285861-001669230101185	Laugh	25294	26294	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-d36fdc6888b2f879-001669230101992	Like	25544	25839	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-a640194afe2a41ac-001669230102660	No, in an adjective or a noun.	27634	30529	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-28ffd6d85a349c1a-001669230102898	Uhh	32199	33739	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-179acdaa3802de29-001669230103800	happy, laugh, laughing, smiling.	35059	38244	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-c4d1b5459dcdbd82-001669230104086	No! you got that one put it in a noun or adjective.	38344	42164	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-b9b217ae0deb90c6-001669230104888	Laughing.	44174	45215	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-08aa018940f25167-001669230105274	No.	46444	46804	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-b45450ceb2e547b7-001669230106453	Laughing is a verb like somebody is doing, what is the noun?	47979	51554	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-86f548dba1736b88-001669230107373		53464	55614	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-2f0fdb24d389c58c-001669230108500	Joy.	57094	57574	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-5559b396c016a65b-001669230109785	No, do not change the word.	58934	60949	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-2914f5533767f454-001669230110577	Ok.	61049	61754	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-f90e1d7afbf74ca5-001669230112130	Laugh.	62699	63699	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-d6d235e566dd5b04-001669230113504	No.	65519	66019	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-a7681aa5e68bcedb-001669230114069	Smile.	68288	68974	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-1fb5dae6f249dad4-001669230115374	Don't change it.	70484	71749	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-017c9cf4b4f3b677-001669230116331	i am laughing.	72929	73994	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-816303ec448b92af-001669230117054	No I did not say put it in a sentence, I just need a single word.	74884	79154	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-013fcc608d0a1159-001669230118470	Laughter.	80264	80859	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-f4564091c27cb270-001669230119258	Yes.	81774	82534	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-a8329e3b892856f5-001669230120757	Ah nawa.	83039	84109	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p001	transid-d474e346c0e0ffd4-001669230121973	No vex.	84938	85474	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-b1b004ef46bf4583-001668685865079	Ok um.	1285	2924	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-0e0c06ef9ad42071-001668685865690	You know most of the military people in nigeria.	3859	6859	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-3863057cfe7e2379-001668685866362	Yeah.	6959	7494	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-b464590f68f0808c-001668685866866	Erm.	8599	9374	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-ed58b8d03d2e234d-001668685867550	They usually retire as what?	11249	13434	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-ddc18edc3997876d-001668685868373	As majors.	15854	16714	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-a892f0dac7b6fe30-001668685869165	Hm hm no a level below.	17784	20704	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-994730c5c681d7fc-001668685870293	Generals.	24374	25299	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-f52aa22fd2db12ce-001668685871065	A level below not above I don't know, a level below like if you're just a fresh graduate and you're entering the 	26603	32730	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-b37a30116b9ea4ee-001668685871789	Ah omo.	29409	30409	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-34eaffda4825c59b-001668685872071	The army.	33205	33844	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-cbc7067e4f429bff-001668685872758	What rank do they give you?	35024	36709	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-3fe86e2727812d29-001668685873275	Sergeant.	36809	37679	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-4ea7a615966c5388-001668685873861	No they give you sergeant if you are not erm	38854	41855	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-1539130ad75192cd-001668685874364	If you don't have a.-	41875	42954	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-125a796979bc8c1b-001668685874863	Corporal.	42004	42954	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-b37a30116b9ea0fe-001668685875448	No.	43609	43984	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-0957706ae487f33e-001668685875780	Ah.	45808	46104	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-8c88e73bfc6d5e98-001668685876624	Ehhh.	47699	48984	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-f297005ad5bf5f73-001668685877146	Ah.	50814	51084	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-4ea7a615966c5479-001668685877697	They call sailors that name too.	51184	54684	Speaker1	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-1539130ad7519e99-001668685878130	Cadet?	59349	59969	Speaker0	0d9yi1we	r02
0d9yi1we_r02_s1_p002	transid-5ad74d2acb8774a5-001668685878479	No.	61339	62004	Speaker1	0d9yi1we	r02
